STATUS,200
MESSAGEID,M181000I
MESSAGE,正常に終了しました。
DATE,2026-03-03T12:35:22.307+09:00
PARAMETER,FORMAT,CSV
PARAMETER,LANG,JP
PARAMETER,DB,MD01
PARAMETER,STARTDATE,
PARAMETER,ENDDATE,
PARAMETER,STARTPOSITION,
NEXTPOSITION,
SERIES_CODE,NAME_OF_TIME_SERIES_J,UNIT_J,FREQUENCY,CATEGORY_J,LAST_UPDATE,SURVEY_DATES,VALUES
MABS1AN11,マネタリーベース平均残高,億円,MONTHLY,マネタリーベース,20260303,198810,319102
MABS1AN11,マネタリーベース平均残高,億円,MONTHLY,マネタリーベース,20260303,198811,322942
MABS1AN11,マネタリーベース平均残高,億円,MONTHLY,マネタリーベース,20260303,198812,361981
MABS1AN11,マネタリーベース平均残高,億円,MONTHLY,マネタリーベース,20260303,198901,351257
MABS1AN11,マネタリーベース平均残高,億円,MONTHLY,マネタリーベース,20260303,198902,339679
MABS1AN11,マネタリーベース平均残高,億円,MONTHLY,マネタリーベース,20260303,198903,349457
MABS1AN11,マネタリーベース平均残高,億円,MONTHLY,マネタリーベース,20260303,198904,352108
MABS1AN11,マネタリーベース平均残高,億円,MONTHLY,マネタリーベース,20260303,198905,353491
MABS1AN11,マネタリーベース平均残高,億円,MONTHLY,マネタリーベース,20260303,198906,347511
MABS1AN11,マネタリーベース平均残高,億円,MONTHLY,マネタリーベース,20260303,198907,362138
MABS1AN11,マネタリーベース平均残高,億円,MONTHLY,マネタリーベース,20260303,198908,362399
MABS1AN11,マネタリーベース平均残高,億円,MONTHLY,マネタリーベース,20260303,198909,353250
MABS1AN11,マネタリーベース平均残高,億円,MONTHLY,マネタリーベース,20260303,198910,356228
MABS1AN11,マネタリーベース平均残高,億円,MONTHLY,マネタリーベース,20260303,198911,360433
MABS1AN11,マネタリーベース平均残高,億円,MONTHLY,マネタリーベース,20260303,198912,407692
MABS1AN11,マネタリーベース平均残高,億円,MONTHLY,マネタリーベース,20260303,199001,396438
MABS1AN11,マネタリーベース平均残高,億円,MONTHLY,マネタリーベース,20260303,199002,379074
MABS1AN11,マネタリーベース平均残高,億円,MONTHLY,マネタリーベース,20260303,199003,387141
MABS1AN11,マネタリーベース平均残高,億円,MONTHLY,マネタリーベース,20260303,199004,398966
MABS1AN11,マネタリーベース平均残高,億円,MONTHLY,マネタリーベース,20260303,199005,388227
MABS1AN11,マネタリーベース平均残高,億円,MONTHLY,マネタリーベース,20260303,199006,380177
MABS1AN11,マネタリーベース平均残高,億円,MONTHLY,マネタリーベース,20260303,199007,397725
MABS1AN11,マネタリーベース平均残高,億円,MONTHLY,マネタリーベース,20260303,199008,393872
MABS1AN11,マネタリーベース平均残高,億円,MONTHLY,マネタリーベース,20260303,199009,384880
MABS1AN11,マネタリーベース平均残高,億円,MONTHLY,マネタリーベース,20260303,199010,380905
MABS1AN11,マネタリーベース平均残高,億円,MONTHLY,マネタリーベース,20260303,199011,384221
MABS1AN11,マネタリーベース平均残高,億円,MONTHLY,マネタリーベース,20260303,199012,434790
MABS1AN11,マネタリーベース平均残高,億円,MONTHLY,マネタリーベース,20260303,199101,416599
MABS1AN11,マネタリーベース平均残高,億円,MONTHLY,マネタリーベース,20260303,199102,389282
MABS1AN11,マネタリーベース平均残高,億円,MONTHLY,マネタリーベース,20260303,199103,403003
MABS1AN11,マネタリーベース平均残高,億円,MONTHLY,マネタリーベース,20260303,199104,400518
MABS1AN11,マネタリーベース平均残高,億円,MONTHLY,マネタリーベース,20260303,199105,396596
MABS1AN11,マネタリーベース平均残高,億円,MONTHLY,マネタリーベース,20260303,199106,393195
MABS1AN11,マネタリーベース平均残高,億円,MONTHLY,マネタリーベース,20260303,199107,405930
MABS1AN11,マネタリーベース平均残高,億円,MONTHLY,マネタリーベース,20260303,199108,399507
MABS1AN11,マネタリーベース平均残高,億円,MONTHLY,マネタリーベース,20260303,199109,388370
MABS1AN11,マネタリーベース平均残高,億円,MONTHLY,マネタリーベース,20260303,199110,383696
MABS1AN11,マネタリーベース平均残高,億円,MONTHLY,マネタリーベース,20260303,199111,378262
